# distance (nm)	f (kT)	df (kT)
  0.0133	 17.1493	  0.0050
  0.0400	 14.6859	  0.0047
  0.0667	 13.9487	  0.0048
  0.0933	 14.4442	  0.0057
  0.1200	 14.8200	  0.0088
  0.1467	 14.5351	  0.0119
  0.1733	 13.9474	  0.0140
  0.2000	 12.9584	  0.0136
  0.2267	 11.7812	  0.0119
  0.2533	 10.4944	  0.0097
  0.2800	  9.2281	  0.0078
  0.3067	  8.0558	  0.0066
  0.3333	  7.0920	  0.0059
  0.3600	  6.3022	  0.0057
  0.3867	  5.6778	  0.0056
  0.4133	  5.1812	  0.0058
  0.4400	  4.7649	  0.0061
  0.4667	  4.3962	  0.0064
  0.4933	  4.0409	  0.0068
  0.5200	  3.5790	  0.0069
  0.5467	  2.5028	  0.0058
  0.5733	  1.3136	  0.0047
  0.6000	  0.5731	  0.0043
  0.6267	  0.2565	  0.0042
  0.6533	  0.2121	  0.0043
  0.6800	  0.2659	  0.0045
  0.7067	  0.3966	  0.0048
  0.7333	  0.6323	  0.0052
  0.7600	  0.9818	  0.0060
  0.7867	  0.0000	  0.0000
