# distance (nm)	f (kT)	df (kT)
  0.0133	  8.2061	  0.0043
  0.0400	  5.9267	  0.0040
  0.0667	  5.1857	  0.0041
  0.0933	  5.5656	  0.0051
  0.1200	  6.3270	  0.0080
  0.1467	  6.4514	  0.0112
  0.1733	  6.2370	  0.0132
  0.2000	  5.7036	  0.0129
  0.2267	  5.0365	  0.0115
  0.2533	  4.3037	  0.0095
  0.2800	  3.5808	  0.0077
  0.3067	  2.9286	  0.0064
  0.3333	  2.4450	  0.0058
  0.3600	  2.1003	  0.0055
  0.3867	  1.8900	  0.0055
  0.4133	  1.7877	  0.0057
  0.4400	  1.7604	  0.0061
  0.4667	  1.7771	  0.0066
  0.4933	  1.7900	  0.0070
  0.5200	  1.5579	  0.0072
  0.5467	  0.8146	  0.0055
  0.5733	  0.1967	  0.0042
  0.6000	  0.0000	  0.0000
  0.6267	  0.1507	  0.0037
  0.6533	  0.5243	  0.0039
  0.6800	  0.9824	  0.0043
  0.7067	  1.5328	  0.0047
  0.7333	  2.1873	  0.0054
  0.7600	  2.9368	  0.0065
  0.7867	  3.0085	  0.0055
