# distance (nm)	f (kT)	df (kT)
  0.0133	  2.2820	  0.0026
  0.0400	  0.3598	  0.0020
  0.0667	  0.0000	  0.0000
  0.0933	  0.7722	  0.0038
  0.1200	  1.9741	  0.0072
  0.1467	  2.5483	  0.0106
  0.1733	  2.7681	  0.0127
  0.2000	  2.6704	  0.0125
  0.2267	  2.4358	  0.0111
  0.2533	  2.1321	  0.0091
  0.2800	  1.8340	  0.0073
  0.3067	  1.6060	  0.0060
  0.3333	  1.5446	  0.0054
  0.3600	  1.6220	  0.0052
  0.3867	  1.8355	  0.0053
  0.4133	  2.1570	  0.0056
  0.4400	  2.5549	  0.0060
  0.4667	  2.9990	  0.0066
  0.4933	  3.4397	  0.0071
  0.5200	  3.6516	  0.0072
  0.5467	  3.3463	  0.0058
  0.5733	  3.1433	  0.0046
  0.6000	  3.3595	  0.0041
  0.6267	  3.9274	  0.0041
  0.6533	  4.7238	  0.0044
  0.6800	  5.6071	  0.0047
  0.7067	  6.5811	  0.0051
  0.7333	  7.6597	  0.0058
  0.7600	  8.8353	  0.0069
  0.7867	  9.6342	  0.0065
