# distance (nm)	f (kT)	df (kT)
  0.0133	  0.6185	  0.0024
  0.0400	  0.0000	  0.0000
  0.0667	  1.8915	  0.0025
  0.0933	  4.9035	  0.0069
  0.1200	  7.0501	  0.0129
  0.1467	  8.6527	  0.0190
  0.1733	  9.5329	  0.0230
  0.2000	  9.5081	  0.0218
  0.2267	  8.8698	  0.0180
  0.2533	  7.8666	  0.0129
  0.2800	  6.8656	  0.0090
  0.3067	  6.0152	  0.0065
  0.3333	  5.4979	  0.0054
  0.3600	  5.2714	  0.0049
  0.3867	  5.2975	  0.0050
  0.4133	  5.4877	  0.0052
  0.4400	  5.7767	  0.0057
  0.4667	  6.0668	  0.0063
  0.4933	  6.3200	  0.0070
  0.5200	  6.5165	  0.0076
  0.5467	  6.4297	  0.0072
  0.5733	  5.4304	  0.0050
  0.6000	  4.4945	  0.0041
  0.6267	  4.1268	  0.0040
  0.6533	  4.1667	  0.0042
  0.6800	  4.3473	  0.0046
  0.7067	  4.5514	  0.0051
  0.7333	  4.7781	  0.0057
  0.7600	  5.1416	  0.0069
  0.7867	  1.0897	  0.0055
