# distance (nm)	f (kT)	df (kT)
  0.0133	 14.4341	  0.0044
  0.0400	 12.8873	  0.0041
  0.0667	 13.8737	  0.0044
  0.0933	 15.5667	  0.0075
  0.1200	 16.5709	  0.0127
  0.1467	 17.0658	  0.0190
  0.1733	 16.8063	  0.0242
  0.2000	 15.6305	  0.0237
  0.2267	 13.8564	  0.0198
  0.2533	 11.7349	  0.0142
  0.2800	  9.7120	  0.0100
  0.3067	  7.9524	  0.0073
  0.3333	  6.6236	  0.0061
  0.3600	  5.6558	  0.0056
  0.3867	  5.0114	  0.0055
  0.4133	  4.5832	  0.0057
  0.4400	  4.2921	  0.0061
  0.4667	  4.0510	  0.0066
  0.4933	  3.8239	  0.0072
  0.5200	  3.5907	  0.0078
  0.5467	  3.1742	  0.0074
  0.5733	  1.8848	  0.0050
  0.6000	  0.6540	  0.0040
  0.6267	  0.0809	  0.0038
  0.6533	  0.0000	  0.0000
  0.6800	  0.1239	  0.0043
  0.7067	  0.3204	  0.0047
  0.7333	  0.5518	  0.0054
  0.7600	  0.9417	  0.0065
  0.7867	  0.1882	  0.0052
