# distance (nm)	f (kT)	df (kT)
  0.0133	  1.2243	  0.0021
  0.0400	  0.0000	  0.0000
  0.0667	  1.2437	  0.0021
  0.0933	  3.4794	  0.0059
  0.1200	  4.9618	  0.0110
  0.1467	  5.9726	  0.0166
  0.1733	  6.3339	  0.0207
  0.2000	  5.8770	  0.0199
  0.2267	  4.8926	  0.0167
  0.2533	  3.5888	  0.0121
  0.2800	  2.3494	  0.0085
  0.3067	  1.3278	  0.0062
  0.3333	  0.6910	  0.0052
  0.3600	  0.3842	  0.0047
  0.3867	  0.3762	  0.0048
  0.4133	  0.5720	  0.0050
  0.4400	  0.9003	  0.0055
  0.4667	  1.2809	  0.0061
  0.4933	  1.6778	  0.0067
  0.5200	  2.0715	  0.0073
  0.5467	  2.2561	  0.0068
  0.5733	  1.6062	  0.0047
  0.6000	  1.0536	  0.0039
  0.6267	  1.1310	  0.0038
  0.6533	  1.6844	  0.0040
  0.6800	  2.4351	  0.0044
  0.7067	  3.2595	  0.0048
  0.7333	  4.1272	  0.0054
  0.7600	  5.1492	  0.0065
  0.7867	  5.7892	  0.0061
