# distance (nm)	f (kT)	df (kT)
  0.0133	  1.5602	  0.0021
  0.0400	  0.0000	  0.0000
  0.0667	  0.4280	  0.0019
  0.0933	  2.1976	  0.0040
  0.1200	  3.5167	  0.0081
  0.1467	  4.2653	  0.0118
  0.1733	  4.6363	  0.0143
  0.2000	  4.4986	  0.0139
  0.2267	  4.0851	  0.0119
  0.2533	  3.4918	  0.0092
  0.2800	  2.9177	  0.0069
  0.3067	  2.4636	  0.0054
  0.3333	  2.2607	  0.0046
  0.3600	  2.2768	  0.0044
  0.3867	  2.4985	  0.0044
  0.4133	  2.8706	  0.0047
  0.4400	  3.3406	  0.0051
  0.4667	  3.8637	  0.0055
  0.4933	  4.4014	  0.0060
  0.5200	  4.9191	  0.0064
  0.5467	  4.9539	  0.0054
  0.5733	  4.5073	  0.0041
  0.6000	  4.4425	  0.0037
  0.6267	  4.8857	  0.0037
  0.6533	  5.6790	  0.0038
  0.6800	  6.6046	  0.0041
  0.7067	  7.5975	  0.0045
  0.7333	  8.6806	  0.0050
  0.7600	  9.8967	  0.0059
  0.7867	 10.7892	  0.0057
