# distance (nm)	f (kT)	df (kT)
  0.0133	  1.1577	  0.0021
  0.0400	  0.0000	  0.0000
  0.0667	  0.7606	  0.0019
  0.0933	  2.9097	  0.0037
  0.1200	  4.8956	  0.0078
  0.1467	  6.2203	  0.0113
  0.1733	  7.2063	  0.0137
  0.2000	  7.7414	  0.0133
  0.2267	  8.0372	  0.0115
  0.2533	  8.1804	  0.0090
  0.2800	  8.3257	  0.0069
  0.3067	  8.5727	  0.0055
  0.3333	  9.0418	  0.0047
  0.3600	  9.7081	  0.0045
  0.3867	 10.5644	  0.0045
  0.4133	 11.5607	  0.0048
  0.4400	 12.6501	  0.0052
  0.4667	 13.7947	  0.0057
  0.4933	 14.9526	  0.0062
  0.5200	 16.0761	  0.0065
  0.5467	 16.6847	  0.0054
  0.5733	 16.9115	  0.0042
  0.6000	 17.5322	  0.0037
  0.6267	 18.6312	  0.0037
  0.6533	 20.0587	  0.0039
  0.6800	 21.6118	  0.0042
  0.7067	 23.2348	  0.0046
  0.7333	 24.9534	  0.0051
  0.7600	 26.7997	  0.0061
  0.7867	 28.5043	  0.0065
