# distance (nm)	f (kT)	df (kT)
  0.0133	  7.2787	  0.0041
  0.0400	  5.1723	  0.0037
  0.0667	  4.8074	  0.0038
  0.0933	  5.7012	  0.0048
  0.1200	  6.5349	  0.0081
  0.1467	  6.6924	  0.0112
  0.1733	  6.5419	  0.0133
  0.2000	  5.9912	  0.0130
  0.2267	  5.2478	  0.0113
  0.2533	  4.3912	  0.0091
  0.2800	  3.5490	  0.0071
  0.3067	  2.7999	  0.0058
  0.3333	  2.2565	  0.0051
  0.3600	  1.8882	  0.0048
  0.3867	  1.6867	  0.0047
  0.4133	  1.6136	  0.0049
  0.4400	  1.6222	  0.0052
  0.4667	  1.6806	  0.0056
  0.4933	  1.7517	  0.0060
  0.5200	  1.7269	  0.0062
  0.5467	  1.1011	  0.0050
  0.5733	  0.3304	  0.0037
  0.6000	  0.0000	  0.0000
  0.6267	  0.0979	  0.0032
  0.6533	  0.4747	  0.0034
  0.6800	  0.9538	  0.0036
  0.7067	  1.5089	  0.0040
  0.7333	  2.1681	  0.0046
  0.7600	  2.9428	  0.0055
  0.7867	  3.0782	  0.0047
