# distance (nm)	f (kT)	df (kT)
  0.0133	  0.6054	  0.0021
  0.0400	  0.0000	  0.0000
  0.0667	  1.9577	  0.0022
  0.0933	  5.0883	  0.0060
  0.1200	  7.4525	  0.0115
  0.1467	  9.3553	  0.0172
  0.1733	 10.6217	  0.0210
  0.2000	 11.0646	  0.0198
  0.2267	 10.9634	  0.0165
  0.2533	 10.5319	  0.0120
  0.2800	 10.1367	  0.0085
  0.3067	  9.9479	  0.0063
  0.3333	 10.1387	  0.0053
  0.3600	 10.6641	  0.0049
  0.3867	 11.4937	  0.0049
  0.4133	 12.5320	  0.0052
  0.4400	 13.7096	  0.0057
  0.4667	 14.9427	  0.0063
  0.4933	 16.1941	  0.0070
  0.5200	 17.4440	  0.0076
  0.5467	 18.5196	  0.0072
  0.5733	 18.7763	  0.0049
  0.6000	 19.0357	  0.0040
  0.6267	 19.9250	  0.0039
  0.6533	 21.3106	  0.0041
  0.6800	 22.9087	  0.0045
  0.7067	 24.5879	  0.0050
  0.7333	 26.3037	  0.0056
  0.7600	 28.1719	  0.0067
  0.7867	 29.9471	  0.0074
