# distance (nm)	f (kT)	df (kT)
  0.0133	  1.4947	  0.0021
  0.0400	  0.0000	  0.0000
  0.0667	  0.7235	  0.0019
  0.0933	  2.6617	  0.0048
  0.1200	  3.8777	  0.0093
  0.1467	  4.6187	  0.0137
  0.1733	  4.8658	  0.0168
  0.2000	  4.4678	  0.0163
  0.2267	  3.6878	  0.0138
  0.2533	  2.6606	  0.0103
  0.2800	  1.6747	  0.0075
  0.3067	  0.8506	  0.0057
  0.3333	  0.3381	  0.0048
  0.3600	  0.0951	  0.0045
  0.3867	  0.1002	  0.0045
  0.4133	  0.2794	  0.0048
  0.4400	  0.5731	  0.0052
  0.4667	  0.9185	  0.0057
  0.4933	  1.2800	  0.0062
  0.5200	  1.6377	  0.0067
  0.5467	  1.6550	  0.0059
  0.5733	  0.9632	  0.0043
  0.6000	  0.5510	  0.0038
  0.6267	  0.7115	  0.0037
  0.6533	  1.2836	  0.0039
  0.6800	  2.0166	  0.0042
  0.7067	  2.8165	  0.0046
  0.7333	  3.6860	  0.0051
  0.7600	  4.7014	  0.0060
  0.7867	  5.3065	  0.0057
