# distance (nm)	f (kT)	df (kT)
  0.0133	  0.8499	  0.0021
  0.0400	  0.0000	  0.0000
  0.0667	  1.4375	  0.0020
  0.0933	  4.2461	  0.0048
  0.1200	  6.3556	  0.0095
  0.1467	  7.9824	  0.0140
  0.1733	  9.1236	  0.0171
  0.2000	  9.6138	  0.0163
  0.2267	  9.7115	  0.0138
  0.2533	  9.5527	  0.0104
  0.2800	  9.4128	  0.0076
  0.3067	  9.4268	  0.0058
  0.3333	  9.7472	  0.0049
  0.3600	 10.3404	  0.0046
  0.3867	 11.1863	  0.0046
  0.4133	 12.2096	  0.0049
  0.4400	 13.3528	  0.0053
  0.4667	 14.5511	  0.0059
  0.4933	 15.7667	  0.0065
  0.5200	 16.9813	  0.0070
  0.5467	 17.9046	  0.0062
  0.5733	 18.0919	  0.0044
  0.6000	 18.4923	  0.0038
  0.6267	 19.4705	  0.0038
  0.6533	 20.8783	  0.0040
  0.6800	 22.4604	  0.0043
  0.7067	 24.1135	  0.0047
  0.7333	 25.8301	  0.0053
  0.7600	 27.6932	  0.0063
  0.7867	 29.4433	  0.0068
