# distance (nm)	f (kT)	df (kT)
  0.0020	  8.7086	  0.0329
  0.0060	  6.7707	  0.0134
  0.0100	  5.8159	  0.0092
  0.0140	  5.1752	  0.0076
  0.0180	  4.7286	  0.0068
  0.0220	  4.3832	  0.0064
  0.0260	  4.1227	  0.0062
  0.0300	  3.9202	  0.0061
  0.0340	  3.7592	  0.0060
  0.0380	  3.6504	  0.0060
  0.0420	  3.5715	  0.0060
  0.0460	  3.5265	  0.0060
  0.0500	  3.5118	  0.0061
  0.0540	  3.5230	  0.0062
  0.0580	  3.5582	  0.0064
  0.0620	  3.6246	  0.0066
  0.0660	  3.7295	  0.0069
  0.0700	  3.8538	  0.0073
  0.0740	  4.0054	  0.0077
  0.0780	  4.1777	  0.0083
  0.0820	  4.3728	  0.0089
  0.0860	  4.6132	  0.0098
  0.0900	  4.8600	  0.0108
  0.0940	  5.1404	  0.0120
  0.0980	  5.4105	  0.0133
  0.1020	  5.6813	  0.0147
  0.1060	  5.9391	  0.0162
  0.1100	  6.1957	  0.0177
  0.1140	  6.4439	  0.0194
  0.1180	  6.6465	  0.0210
  0.1220	  6.8135	  0.0225
  0.1260	  7.0209	  0.0245
  0.1300	  7.1465	  0.0258
  0.1340	  7.3262	  0.0279
  0.1380	  7.4436	  0.0292
  0.1420	  7.4820	  0.0295
  0.1460	  7.5741	  0.0307
  0.1500	  7.6828	  0.0320
  0.1540	  7.7841	  0.0329
  0.1580	  7.8496	  0.0339
  0.1620	  7.9270	  0.0351
  0.1660	  8.0237	  0.0359
  0.1700	  8.0459	  0.0359
  0.1740	  8.0801	  0.0366
  0.1780	  8.1880	  0.0376
  0.1820	  8.1920	  0.0379
  0.1860	  8.1721	  0.0366
  0.1900	  8.1494	  0.0363
  0.1940	  8.1804	  0.0359
  0.1980	  8.2308	  0.0362
  0.2020	  8.1966	  0.0352
  0.2060	  8.2072	  0.0352
  0.2100	  8.2704	  0.0357
  0.2140	  8.1204	  0.0328
  0.2180	  8.0998	  0.0322
  0.2220	  8.1386	  0.0323
  0.2260	  8.1174	  0.0314
  0.2300	  8.0939	  0.0307
  0.2340	  8.0858	  0.0300
  0.2380	  7.9857	  0.0283
  0.2420	  7.9782	  0.0278
  0.2460	  7.9613	  0.0269
  0.2500	  7.9024	  0.0259
  0.2540	  7.8725	  0.0253
  0.2580	  7.8628	  0.0245
  0.2620	  7.7627	  0.0232
  0.2660	  7.7244	  0.0224
  0.2700	  7.7202	  0.0220
  0.2740	  7.6521	  0.0210
  0.2780	  7.6125	  0.0205
  0.2820	  7.5744	  0.0196
  0.2860	  7.5552	  0.0193
  0.2900	  7.5106	  0.0185
  0.2940	  7.4773	  0.0179
  0.2980	  7.4055	  0.0171
  0.3020	  7.3794	  0.0167
  0.3060	  7.3661	  0.0163
  0.3100	  7.3109	  0.0157
  0.3140	  7.2778	  0.0155
  0.3180	  7.2735	  0.0151
  0.3220	  7.2850	  0.0150
  0.3260	  7.2273	  0.0146
  0.3300	  7.2082	  0.0144
  0.3340	  7.1838	  0.0141
  0.3380	  7.1820	  0.0139
  0.3420	  7.1815	  0.0138
  0.3460	  7.1691	  0.0138
  0.3500	  7.1627	  0.0135
  0.3540	  7.1630	  0.0135
  0.3580	  7.1621	  0.0134
  0.3620	  7.1585	  0.0135
  0.3660	  7.1609	  0.0134
  0.3700	  7.1511	  0.0132
  0.3740	  7.1790	  0.0134
  0.3780	  7.2054	  0.0134
  0.3820	  7.1795	  0.0134
  0.3860	  7.2019	  0.0135
  0.3900	  7.2064	  0.0135
  0.3940	  7.2351	  0.0136
  0.3980	  7.2338	  0.0136
  0.4020	  7.2543	  0.0138
  0.4060	  7.2909	  0.0140
  0.4100	  7.2906	  0.0141
  0.4140	  7.3325	  0.0143
  0.4180	  7.3342	  0.0145
  0.4220	  7.3614	  0.0145
  0.4260	  7.3747	  0.0147
  0.4300	  7.4045	  0.0149
  0.4340	  7.4280	  0.0151
  0.4380	  7.4598	  0.0153
  0.4420	  7.4770	  0.0155
  0.4460	  7.5134	  0.0158
  0.4500	  7.5086	  0.0158
  0.4540	  7.5339	  0.0161
  0.4580	  7.5832	  0.0165
  0.4620	  7.5725	  0.0166
  0.4660	  7.6098	  0.0168
  0.4700	  7.6492	  0.0172
  0.4740	  7.6469	  0.0173
  0.4780	  7.6274	  0.0173
  0.4820	  7.6587	  0.0176
  0.4860	  7.6809	  0.0179
  0.4900	  7.7179	  0.0181
  0.4940	  7.7072	  0.0183
  0.4980	  7.6936	  0.0185
  0.5020	  7.7235	  0.0188
  0.5060	  7.6664	  0.0188
  0.5100	  7.6401	  0.0189
  0.5140	  7.6193	  0.0190
  0.5180	  7.5746	  0.0192
  0.5220	  7.5105	  0.0190
  0.5260	  7.3818	  0.0185
  0.5300	  7.3114	  0.0182
  0.5340	  7.1119	  0.0170
  0.5380	  7.0201	  0.0164
  0.5420	  6.8540	  0.0154
  0.5460	  6.7535	  0.0147
  0.5500	  6.5963	  0.0139
  0.5540	  6.4966	  0.0133
  0.5580	  6.3674	  0.0125
  0.5620	  6.2381	  0.0119
  0.5660	  6.1068	  0.0113
  0.5700	  6.0394	  0.0110
  0.5740	  5.9425	  0.0105
  0.5780	  5.8539	  0.0102
  0.5820	  5.7877	  0.0099
  0.5860	  5.7236	  0.0096
  0.5900	  5.6593	  0.0094
  0.5940	  5.6107	  0.0093
  0.5980	  5.5799	  0.0091
  0.6020	  5.5590	  0.0091
  0.6060	  5.5261	  0.0090
  0.6100	  5.5024	  0.0090
  0.6140	  5.4862	  0.0089
  0.6180	  5.4736	  0.0089
  0.6220	  5.4694	  0.0090
  0.6260	  5.4737	  0.0090
  0.6300	  5.4698	  0.0090
  0.6340	  5.4750	  0.0091
