# distance (nm)	f (kT)	df (kT)
  0.0020	  5.0053	  0.0287
  0.0060	  3.0047	  0.0111
  0.0100	  1.9890	  0.0071
  0.0140	  1.3071	  0.0055
  0.0180	  0.8370	  0.0047
  0.0220	  0.4911	  0.0042
  0.0260	  0.2497	  0.0039
  0.0300	  0.0934	  0.0038
  0.0340	  0.0055	  0.0037
  0.0380	  0.0000	  0.0000
  0.0420	  0.0583	  0.0037
  0.0460	  0.1814	  0.0038
  0.0500	  0.3752	  0.0039
  0.0540	  0.6296	  0.0041
  0.0580	  0.9489	  0.0043
  0.0620	  1.3184	  0.0048
  0.0660	  1.7312	  0.0054
  0.0700	  2.1735	  0.0065
  0.0740	  2.5821	  0.0078
  0.0780	  2.9761	  0.0095
  0.0820	  3.3322	  0.0112
  0.0860	  3.6588	  0.0131
  0.0900	  3.9507	  0.0147
  0.0940	  4.2011	  0.0163
  0.0980	  4.4608	  0.0180
  0.1020	  4.7693	  0.0202
  0.1060	  4.9964	  0.0220
  0.1100	  5.2689	  0.0242
  0.1140	  5.4813	  0.0260
  0.1180	  5.6639	  0.0275
  0.1220	  5.8770	  0.0297
  0.1260	  6.1969	  0.0331
  0.1300	  6.2929	  0.0343
  0.1340	  6.5678	  0.0377
  0.1380	  6.7100	  0.0394
  0.1420	  6.8333	  0.0411
  0.1460	  6.9817	  0.0434
  0.1500	  7.1310	  0.0447
  0.1540	  7.2034	  0.0460
  0.1580	  7.3016	  0.0481
  0.1620	  7.4735	  0.0519
  0.1660	  7.4413	  0.0523
  0.1700	  7.5336	  0.0529
  0.1740	  7.5964	  0.0532
  0.1780	  7.5862	  0.0538
  0.1820	  7.6598	  0.0551
  0.1860	  7.4559	  0.0524
  0.1900	  7.4820	  0.0528
  0.1940	  7.4383	  0.0506
  0.1980	  7.3774	  0.0517
  0.2020	  7.3289	  0.0516
  0.2060	  7.2235	  0.0503
  0.2100	  7.1598	  0.0499
  0.2140	  6.9466	  0.0461
  0.2180	  6.8443	  0.0454
  0.2220	  6.7078	  0.0448
  0.2260	  6.6034	  0.0430
  0.2300	  6.5195	  0.0419
  0.2340	  6.3627	  0.0402
  0.2380	  6.1508	  0.0376
  0.2420	  5.9814	  0.0358
  0.2460	  5.8158	  0.0339
  0.2500	  5.6468	  0.0326
  0.2540	  5.5104	  0.0312
  0.2580	  5.3112	  0.0293
  0.2620	  5.1364	  0.0274
  0.2660	  4.9460	  0.0256
  0.2700	  4.8418	  0.0249
