# distance (nm)	f (kT)	df (kT)
  0.0020	  7.6272	  0.0328
  0.0060	  5.6949	  0.0132
  0.0100	  4.7477	  0.0089
  0.0140	  4.1163	  0.0073
  0.0180	  3.6828	  0.0065
  0.0220	  3.3552	  0.0060
  0.0260	  3.1152	  0.0058
  0.0300	  2.9378	  0.0057
  0.0340	  2.8064	  0.0056
  0.0380	  2.7325	  0.0056
  0.0420	  2.6936	  0.0056
  0.0460	  2.6941	  0.0056
  0.0500	  2.7322	  0.0057
  0.0540	  2.8017	  0.0058
  0.0580	  2.9035	  0.0060
  0.0620	  3.0431	  0.0062
  0.0660	  3.2277	  0.0065
  0.0700	  3.4409	  0.0069
  0.0740	  3.6850	  0.0073
  0.0780	  3.9559	  0.0078
  0.0820	  4.2515	  0.0085
  0.0860	  4.5854	  0.0093
  0.0900	  4.9195	  0.0103
  0.0940	  5.2574	  0.0116
  0.0980	  5.5742	  0.0130
  0.1020	  5.8812	  0.0147
  0.1060	  6.1257	  0.0165
  0.1100	  6.3671	  0.0183
  0.1140	  6.5769	  0.0200
  0.1180	  6.7295	  0.0214
  0.1220	  6.9019	  0.0229
  0.1260	  7.1044	  0.0250
  0.1300	  7.2301	  0.0260
  0.1340	  7.4323	  0.0282
  0.1380	  7.5370	  0.0292
  0.1420	  7.6245	  0.0299
  0.1460	  7.7293	  0.0311
  0.1500	  7.8469	  0.0322
  0.1540	  7.9436	  0.0334
  0.1580	  8.0473	  0.0341
  0.1620	  8.1122	  0.0355
  0.1660	  8.2302	  0.0364
  0.1700	  8.2644	  0.0362
  0.1740	  8.2966	  0.0372
  0.1780	  8.3960	  0.0381
  0.1820	  8.4080	  0.0383
  0.1860	  8.3680	  0.0369
  0.1900	  8.3776	  0.0365
  0.1940	  8.3790	  0.0363
  0.1980	  8.4232	  0.0366
  0.2020	  8.4111	  0.0355
  0.2060	  8.4080	  0.0352
  0.2100	  8.4293	  0.0357
  0.2140	  8.2772	  0.0327
  0.2180	  8.2661	  0.0320
  0.2220	  8.2740	  0.0319
  0.2260	  8.2391	  0.0311
  0.2300	  8.2112	  0.0303
  0.2340	  8.1807	  0.0295
  0.2380	  8.0555	  0.0278
  0.2420	  8.0316	  0.0270
  0.2460	  7.9908	  0.0260
  0.2500	  7.9160	  0.0250
  0.2540	  7.8866	  0.0243
  0.2580	  7.8366	  0.0234
  0.2620	  7.7180	  0.0220
  0.2660	  7.6589	  0.0210
  0.2700	  7.6358	  0.0206
  0.2740	  7.5654	  0.0197
  0.2780	  7.5068	  0.0190
  0.2820	  7.4430	  0.0181
  0.2860	  7.4106	  0.0176
  0.2900	  7.3426	  0.0168
  0.2940	  7.2991	  0.0163
  0.2980	  7.2149	  0.0155
  0.3020	  7.1690	  0.0150
  0.3060	  7.1431	  0.0146
  0.3100	  7.0694	  0.0140
  0.3140	  7.0443	  0.0138
  0.3180	  7.0133	  0.0134
  0.3220	  7.0138	  0.0133
  0.3260	  6.9521	  0.0128
  0.3300	  6.9292	  0.0126
  0.3340	  6.8964	  0.0123
  0.3380	  6.8845	  0.0121
  0.3420	  6.8740	  0.0120
  0.3460	  6.8722	  0.0119
  0.3500	  6.8490	  0.0117
  0.3540	  6.8462	  0.0116
  0.3580	  6.8474	  0.0116
  0.3620	  6.8541	  0.0116
  0.3660	  6.8444	  0.0115
  0.3700	  6.8318	  0.0114
  0.3740	  6.8612	  0.0115
  0.3780	  6.8857	  0.0116
  0.3820	  6.8709	  0.0115
  0.3860	  6.8916	  0.0116
  0.3900	  6.9059	  0.0116
  0.3940	  6.9267	  0.0117
  0.3980	  6.9257	  0.0117
  0.4020	  6.9607	  0.0118
  0.4060	  7.0001	  0.0120
  0.4100	  7.0054	  0.0121
  0.4140	  7.0464	  0.0123
  0.4180	  7.0646	  0.0124
  0.4220	  7.0851	  0.0124
  0.4260	  7.1133	  0.0126
  0.4300	  7.1443	  0.0128
  0.4340	  7.1737	  0.0130
  0.4380	  7.2033	  0.0131
  0.4420	  7.2341	  0.0134
  0.4460	  7.2727	  0.0136
  0.4500	  7.2748	  0.0136
  0.4540	  7.3059	  0.0138
  0.4580	  7.3604	  0.0142
  0.4620	  7.3634	  0.0143
  0.4660	  7.3971	  0.0145
  0.4700	  7.4464	  0.0148
  0.4740	  7.4533	  0.0149
  0.4780	  7.4457	  0.0148
  0.4820	  7.4804	  0.0152
  0.4860	  7.5114	  0.0155
  0.4900	  7.5453	  0.0157
  0.4940	  7.5451	  0.0158
  0.4980	  7.5565	  0.0160
  0.5020	  7.5976	  0.0163
  0.5060	  7.5828	  0.0163
  0.5100	  7.5784	  0.0163
  0.5140	  7.5869	  0.0165
  0.5180	  7.6001	  0.0165
  0.5220	  7.5721	  0.0165
  0.5260	  7.5026	  0.0161
  0.5300	  7.4604	  0.0159
  0.5340	  7.3054	  0.0153
  0.5380	  7.2115	  0.0148
  0.5420	  7.0613	  0.0141
  0.5460	  6.9365	  0.0135
  0.5500	  6.7864	  0.0128
  0.5540	  6.6543	  0.0122
  0.5580	  6.4908	  0.0115
  0.5620	  6.3476	  0.0109
  0.5660	  6.1902	  0.0103
  0.5700	  6.0917	  0.0099
  0.5740	  5.9693	  0.0095
  0.5780	  5.8478	  0.0091
  0.5820	  5.7574	  0.0089
  0.5860	  5.6703	  0.0086
  0.5900	  5.5937	  0.0084
  0.5940	  5.5274	  0.0083
  0.5980	  5.4707	  0.0081
  0.6020	  5.4341	  0.0080
  0.6060	  5.3903	  0.0079
  0.6100	  5.3577	  0.0079
  0.6140	  5.3370	  0.0078
  0.6180	  5.3187	  0.0079
  0.6220	  5.3073	  0.0078
  0.6260	  5.3100	  0.0079
  0.6300	  5.3000	  0.0079
  0.6340	  5.3096	  0.0080
  0.6380	  5.3184	  0.0080
  0.6420	  5.3359	  0.0081
  0.6460	  5.3441	  0.0082
  0.6500	  5.3653	  0.0083
  0.6540	  5.3751	  0.0084
  0.6580	  5.4137	  0.0086
  0.6620	  5.4023	  0.0086
  0.6660	  5.4310	  0.0088
  0.6700	  5.4443	  0.0089
  0.6740	  5.4790	  0.0091
  0.6780	  5.4755	  0.0092
  0.6820	  5.5127	  0.0094
  0.6860	  5.5095	  0.0095
  0.6900	  5.5615	  0.0097
  0.6940	  5.5561	  0.0098
  0.6980	  5.6013	  0.0101
  0.7020	  5.6107	  0.0102
  0.7060	  5.6373	  0.0104
  0.7100	  5.6622	  0.0106
  0.7140	  5.6962	  0.0108
  0.7180	  5.7318	  0.0111
  0.7220	  5.7589	  0.0113
  0.7260	  5.8088	  0.0117
  0.7300	  5.8565	  0.0120
  0.7340	  5.8789	  0.0122
  0.7380	  5.9111	  0.0125
  0.7420	  5.9680	  0.0129
  0.7460	  6.0089	  0.0133
  0.7500	  6.0743	  0.0139
  0.7540	  6.1191	  0.0142
  0.7580	  6.1959	  0.0148
  0.7620	  6.2343	  0.0153
  0.7660	  6.2746	  0.0157
  0.7700	  6.2998	  0.0161
  0.7740	  6.3928	  0.0169
  0.7780	  6.4317	  0.0173
  0.7820	  6.4967	  0.0181
  0.7860	  6.5264	  0.0184
  0.7900	  6.5680	  0.0190
  0.7940	  6.6217	  0.0198
  0.7980	  0.0000	  0.0000
