# distance (nm)	f (kT)	df (kT)
  0.0020	  4.7381	  0.0287
  0.0060	  2.7854	  0.0111
  0.0100	  1.8184	  0.0071
  0.0140	  1.1825	  0.0055
  0.0180	  0.7519	  0.0047
  0.0220	  0.4387	  0.0042
  0.0260	  0.2233	  0.0039
  0.0300	  0.0846	  0.0038
  0.0340	  0.0056	  0.0037
  0.0380	  0.0000	  0.0000
  0.0420	  0.0479	  0.0037
  0.0460	  0.1499	  0.0037
  0.0500	  0.3121	  0.0038
  0.0540	  0.5261	  0.0040
  0.0580	  0.7957	  0.0042
  0.0620	  1.1158	  0.0045
  0.0660	  1.4882	  0.0049
  0.0700	  1.9059	  0.0054
  0.0740	  2.3285	  0.0062
  0.0780	  2.7633	  0.0073
  0.0820	  3.1805	  0.0088
  0.0860	  3.5824	  0.0105
  0.0900	  3.9304	  0.0122
  0.0940	  4.2299	  0.0138
  0.0980	  4.5173	  0.0153
  0.1020	  4.8352	  0.0172
  0.1060	  5.0876	  0.0187
  0.1100	  5.3677	  0.0204
  0.1140	  5.5989	  0.0219
  0.1180	  5.8033	  0.0233
  0.1220	  6.0393	  0.0250
  0.1260	  6.3580	  0.0277
  0.1300	  6.4983	  0.0287
  0.1340	  6.7848	  0.0314
  0.1380	  6.9480	  0.0324
  0.1420	  7.1108	  0.0338
  0.1460	  7.3053	  0.0359
  0.1500	  7.4662	  0.0369
  0.1540	  7.5971	  0.0381
  0.1580	  7.7383	  0.0394
  0.1620	  7.9429	  0.0418
  0.1660	  8.0126	  0.0428
  0.1700	  8.1096	  0.0424
  0.1740	  8.2325	  0.0435
  0.1780	  8.3025	  0.0443
  0.1820	  8.4117	  0.0446
  0.1860	  8.3306	  0.0431
  0.1900	  8.4135	  0.0436
  0.1940	  8.4030	  0.0413
  0.1980	  8.4606	  0.0425
  0.2020	  8.4879	  0.0421
  0.2060	  8.4782	  0.0414
  0.2100	  8.4991	  0.0409
  0.2140	  8.3807	  0.0381
  0.2180	  8.3773	  0.0375
  0.2220	  8.3601	  0.0371
  0.2260	  8.3370	  0.0357
  0.2300	  8.3296	  0.0348
  0.2340	  8.2865	  0.0337
  0.2380	  8.1762	  0.0314
  0.2420	  8.1183	  0.0302
  0.2460	  8.0602	  0.0289
  0.2500	  8.0044	  0.0278
  0.2540	  7.9697	  0.0268
  0.2580	  7.8882	  0.0253
  0.2620	  7.8043	  0.0237
  0.2660	  7.7220	  0.0223
  0.2700	  7.7165	  0.0217
  0.2740	  7.6709	  0.0207
  0.2780	  7.6397	  0.0198
  0.2820	  7.5437	  0.0185
  0.2860	  7.5425	  0.0180
  0.2900	  7.4685	  0.0169
  0.2940	  7.4619	  0.0163
  0.2980	  7.4104	  0.0154
  0.3020	  7.3894	  0.0147
  0.3060	  7.3951	  0.0143
  0.3100	  7.3664	  0.0136
  0.3140	  7.3916	  0.0133
  0.3180	  7.3845	  0.0127
  0.3220	  7.4323	  0.0126
  0.3260	  7.4356	  0.0121
  0.3300	  7.4601	  0.0118
  0.3340	  7.5052	  0.0115
  0.3380	  7.5343	  0.0113
  0.3420	  7.5961	  0.0111
  0.3460	  7.6727	  0.0110
  0.3500	  7.7015	  0.0107
  0.3540	  7.7710	  0.0106
  0.3580	  7.8721	  0.0106
  0.3620	  7.9558	  0.0106
  0.3660	  8.0124	  0.0104
  0.3700	  8.0872	  0.0103
  0.3740	  8.2063	  0.0104
  0.3780	  8.3285	  0.0105
  0.3820	  8.4136	  0.0105
  0.3860	  8.5304	  0.0105
  0.3900	  8.6296	  0.0105
  0.3940	  8.7500	  0.0106
  0.3980	  8.8637	  0.0107
  0.4020	  8.9951	  0.0108
  0.4060	  9.1328	  0.0110
  0.4100	  9.2550	  0.0111
  0.4140	  9.3981	  0.0112
  0.4180	  9.5376	  0.0114
  0.4220	  9.6490	  0.0114
  0.4260	  9.7985	  0.0117
  0.4300	  9.9529	  0.0119
  0.4340	 10.0848	  0.0120
  0.4380	 10.2177	  0.0121
  0.4420	 10.3893	  0.0125
  0.4460	 10.5369	  0.0127
  0.4500	 10.6644	  0.0128
  0.4540	 10.8118	  0.0130
  0.4580	 10.9847	  0.0133
  0.4620	 11.1221	  0.0135
  0.4660	 11.2632	  0.0136
  0.4700	 11.4415	  0.0140
  0.4740	 11.5771	  0.0141
  0.4780	 11.6901	  0.0141
  0.4820	 11.8698	  0.0145
  0.4860	 12.0233	  0.0147
  0.4900	 12.1756	  0.0149
  0.4940	 12.3231	  0.0151
  0.4980	 12.4756	  0.0153
  0.5020	 12.6350	  0.0156
  0.5060	 12.7712	  0.0157
  0.5100	 12.9062	  0.0157
  0.5140	 13.0891	  0.0161
  0.5180	 13.2339	  0.0163
  0.5220	 13.3908	  0.0165
  0.5260	 13.5163	  0.0164
  0.5300	 13.6557	  0.0165
  0.5340	 13.7728	  0.0162
  0.5380	 13.8571	  0.0157
  0.5420	 13.9420	  0.0152
  0.5460	 13.9802	  0.0144
  0.5500	 14.0365	  0.0137
  0.5540	 14.0363	  0.0129
  0.5580	 14.0100	  0.0119
  0.5620	 13.9823	  0.0111
  0.5660	 13.9412	  0.0103
  0.5700	 13.9352	  0.0098
  0.5740	 13.8997	  0.0092
  0.5780	 13.8884	  0.0087
  0.5820	 13.8964	  0.0083
  0.5860	 13.9227	  0.0079
  0.5900	 13.9538	  0.0076
  0.5940	 14.0060	  0.0074
  0.5980	 14.0643	  0.0072
  0.6020	 14.1502	  0.0071
  0.6060	 14.2384	  0.0070
  0.6100	 14.3440	  0.0069
  0.6140	 14.4606	  0.0068
  0.6180	 14.6040	  0.0068
  0.6220	 14.7402	  0.0068
  0.6260	 14.9046	  0.0068
  0.6300	 15.0511	  0.0068
  0.6340	 15.2337	  0.0069
  0.6380	 15.4080	  0.0069
  0.6420	 15.6032	  0.0070
  0.6460	 15.7911	  0.0071
  0.6500	 15.9965	  0.0072
  0.6540	 16.1882	  0.0073
  0.6580	 16.4073	  0.0075
  0.6620	 16.5905	  0.0076
  0.6660	 16.8038	  0.0077
  0.6700	 17.0122	  0.0078
  0.6740	 17.2320	  0.0080
  0.6780	 17.4299	  0.0081
  0.6820	 17.6562	  0.0083
  0.6860	 17.8475	  0.0084
  0.6900	 18.0917	  0.0087
  0.6940	 18.2936	  0.0088
  0.6980	 18.5101	  0.0090
  0.7020	 18.7367	  0.0092
  0.7060	 18.9592	  0.0093
  0.7100	 19.1560	  0.0095
  0.7140	 19.3813	  0.0097
  0.7180	 19.6138	  0.0100
  0.7220	 19.8308	  0.0102
  0.7260	 20.0746	  0.0105
  0.7300	 20.3207	  0.0108
  0.7340	 20.5442	  0.0110
  0.7380	 20.7733	  0.0113
  0.7420	 21.0164	  0.0117
  0.7460	 21.2704	  0.0121
  0.7500	 21.5460	  0.0126
  0.7540	 21.7799	  0.0129
  0.7580	 22.0433	  0.0135
  0.7620	 22.3086	  0.0140
  0.7660	 22.5408	  0.0144
  0.7700	 22.7972	  0.0149
  0.7740	 23.0852	  0.0156
  0.7780	 23.3108	  0.0160
  0.7820	 23.5987	  0.0168
  0.7860	 23.8220	  0.0172
  0.7900	 24.0598	  0.0176
  0.7940	 24.3548	  0.0185
  0.7980	 23.0742	  0.0080
